date,milk_tnuva_3,milk_tnuva_3_chains,cottage_5,cottage_5_chains,gevina_levana_5,gevina_levana_5_chains,emek_28,emek_28_chains,butter,butter_chains,sweet_cream,sweet_cream_chains,sour_cream,sour_cream_chains,eggs_12,eggs_12_chains,yogurt,yogurt_chains,bread,bread_chains,rice,rice_chains,spaghetti,spaghetti_chains,couscous,couscous_chains,tomato,tomato_chains,cucumber,cucumber_chains,onion,onion_chains,potato,potato_chains,carrot,carrot_chains,apple,apple_chains,frozen_peas,frozen_peas_chains,chicken_breast,chicken_breast_chains,schnitzel,schnitzel_chains,hot_dogs,hot_dogs_chains,sugar,sugar_chains,salt,salt_chains,tahini,tahini_chains,hummus,hummus_chains,chocolate_spread,chocolate_spread_chains,coca_cola,coca_cola_chains,water,water_chains,coffee_tasters,coffee_tasters_chains,coffee_turkish,coffee_turkish_chains,tea,tea_chains,bamba,bamba_chains,bisli,bisli_chains,para_chocolate,para_chocolate_chains,cookies,cookies_chains
2026-02-09,7.0,5,6.05,6,5.78,4,19.21,3,10.02,5,8.55,7,3.12,7,15.44,5,4.3,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,32.05,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-10,7.0,5,6.05,6,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.3,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,32.05,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-11,7.0,5,6.03,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,32.05,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-12,7.0,5,6.06,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,32.05,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-13,7.0,5,6.06,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,32.05,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-14,7.0,5,6.06,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,32.05,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-15,7.0,5,6.11,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-16,7.0,5,6.11,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-17,7.0,5,6.11,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-18,7.0,5,6.18,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.94,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-19,7.0,5,6.18,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-20,7.0,5,6.18,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-21,7.0,5,6.18,7,5.78,4,19.21,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-22,7.0,5,6.18,7,5.78,4,19.6,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-23,7.0,5,6.18,7,5.78,4,19.6,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-24,7.0,5,6.18,7,5.78,4,19.6,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,3.9,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-25,7.0,5,6.18,7,5.78,4,19.6,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,1.87,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-26,7.0,5,6.18,7,5.78,4,19.6,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,1.87,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-27,7.0,5,6.18,7,5.78,4,19.6,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,1.87,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-02-28,7.0,5,6.18,7,5.78,4,19.6,3,10.0,6,8.55,7,3.12,7,15.44,5,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,1.87,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.95,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-03-01,7.0,5,6.18,7,5.78,4,19.6,3,10.0,6,8.55,7,3.12,7,15.44,6,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,1.87,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-03-02,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.55,7,3.12,7,15.44,6,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,1.87,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-03-03,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.55,7,3.12,7,15.44,6,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,7.03,3,14.39,4,6.55,5,1.87,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-03-04,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.55,7,3.12,7,15.44,6,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,8.89,3,14.39,4,6.55,5,1.87,2,8.71,4,18.67,6,42.0,6,31.44,5,18.47,2,4.24,2,1.98,7,13.77,5,10.59,4,27.9,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.54,7,8.28,6
2026-03-05,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.55,7,3.12,7,15.44,6,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,8.89,3,14.39,4,6.55,5,1.87,2,10.12,4,18.67,6,42.0,6,31.44,5,18.47,2,4.24,2,1.98,7,13.77,5,10.59,4,27.9,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.4,7,8.28,6
2026-03-06,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.55,7,3.12,7,15.44,6,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,8.89,3,14.39,4,6.55,5,1.87,2,10.12,4,18.67,6,42.0,6,31.44,5,18.47,2,4.24,2,1.98,7,13.77,5,10.59,4,27.9,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.4,7,8.28,6
2026-03-07,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.55,7,3.12,7,15.44,6,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,8.89,3,14.39,4,6.55,5,1.87,2,10.12,4,18.67,6,42.0,6,31.44,5,18.47,2,4.24,2,1.98,7,13.77,5,10.59,4,27.9,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.4,7,8.28,6
2026-03-08,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.55,7,3.12,7,15.44,6,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,8.89,3,14.39,4,6.55,5,1.87,2,10.12,4,18.67,6,42.0,6,31.44,5,18.47,2,4.24,2,1.98,7,13.77,5,10.59,4,27.9,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.4,7,8.28,6
2026-03-09,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.55,7,3.12,7,15.44,6,4.22,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,8.89,3,15.5,4,6.55,5,3.9,2,10.12,4,18.67,6,42.0,6,31.44,5,18.47,2,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.63,4,16.13,6,37.56,7,19.69,6,7.35,5,5.08,7,5.22,6,9.4,7,8.28,6
2026-03-10,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.56,7,3.12,7,15.44,6,4.29,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,8.89,3,15.5,4,6.55,5,3.9,2,10.12,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.02,6,7.41,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-11,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,8.89,3,15.5,4,6.55,5,3.9,2,10.12,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-12,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.17,6,6.9,2,8.89,3,15.5,4,6.55,5,3.36,2,10.12,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-13,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.9,2,8.89,3,15.5,4,6.55,5,3.36,2,10.12,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-14,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.9,2,8.89,3,15.5,4,6.55,5,3.36,2,10.12,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-15,7.0,5,6.18,7,5.78,4,20.16,3,10.0,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.9,2,8.89,3,15.5,4,6.55,5,3.9,2,10.12,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-16,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,3.9,2,9.49,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-17,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,3.9,2,9.49,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-18,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,3.36,2,9.49,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-19,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,3.9,2,9.49,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-20,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,3.9,2,9.49,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-21,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,3.9,2,9.49,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-22,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,3.9,2,9.49,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-23,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,3.9,2,9.49,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-24,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,3.9,2,9.49,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-25,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,6.38,2,8.89,3,15.5,4,6.55,5,4.09,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-26,7.0,5,6.18,7,5.78,4,20.16,3,10.1,6,8.56,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.38,3,8.89,3,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-27,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.38,3,8.89,3,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-28,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,3,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-29,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,3,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-30,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,3,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-03-31,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,3,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-04-01,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,3,16.41,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-04-02,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,3,16.41,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-04-03,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,3,16.41,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-04-04,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,3,16.41,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-04-05,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,4,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-04-06,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.42,5,7.77,6,7.77,3,8.89,4,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
2026-04-07,7.0,5,6.18,7,5.78,4,20.16,3,10.11,6,8.68,7,3.2,7,15.44,6,4.41,7,8.11,3,12.26,7,6.14,6,7.25,7,7.77,3,8.89,4,15.5,4,6.55,5,3.9,2,9.82,4,18.67,6,42.0,6,31.44,5,19.55,3,4.75,2,1.98,7,13.77,5,10.59,4,27.9,6,8.56,5,16.13,6,37.84,7,20.34,6,7.85,5,5.08,7,5.22,6,9.68,7,8.28,6
